Lot-ID,Wafer-NO,No,6,7,8,11,12,15,ANN
1549,2,25,603,-101,2400,2047,1077,-54,0
1549,2,26,602,-102,2403,2047,1043,-53,0
1549,2,27,602,-100,2397,2047,1016,-52,0
1549,2,28,601,-104,2397,2047,992,-51,0
1549,2,29,602,-104,2397,2047,979,-51,0
1549,2,30,603,-103,2397,2047,961,-50,0
1549,2,31,603,-102,2403,2047,948,-49,0
1549,2,32,603,-102,2403,2047,936,-49,0
1549,2,33,3,24,429,3,-11,0,0
1549,2,34,3,24,115,2,-11,0,0
1549,2,35,3,24,58,2,-11,-1,0
1549,2,36,3,24,38,2,-11,-1,0
1549,2,37,3,24,29,2,-11,0,0
1549,2,38,3,24,19,2,-11,-1,0
1549,2,39,3,24,16,2,-11,0,0
1549,2,40,3,24,13,2,-11,-1,0
1549,2,41,3,24,13,2,-11,-1,0
1549,2,42,3,24,630,2,-11,0,0
1549,2,43,3,24,765,2,-11,0,0
1549,2,44,3,24,1101,2,-12,0,0
1549,2,45,3,24,1203,2,-11,0,0
1549,2,46,3,24,1322,2,-12,-1,0
1549,2,47,2,24,1344,2,-11,0,0
1549,2,48,3,24,1382,2,-11,-1,0
1549,2,49,3,24,1389,2,-11,0,0
1549,2,50,559,26,1386,966,719,-67,0
1549,2,51,549,-82,1389,1104,865,-92,0
1549,2,52,550,-94,1386,1125,884,-94,0
1549,2,53,551,-95,1386,1128,884,-96,0
1549,2,54,549,-96,1386,1125,880,-96,0
1549,2,55,550,-93,1386,1128,880,-97,0
1549,2,56,549,-98,1389,1129,880,-98,0
1549,2,57,550,-97,1389,1129,880,-98,0
1549,2,58,550,-96,1386,1133,882,-99,0
1549,2,59,550,-95,1392,1131,879,-99,0
1549,2,60,551,-95,1392,1131,879,-99,0
1549,2,61,550,-96,1392,1133,880,-99,0
1549,2,62,551,-96,1392,1136,882,-100,0
1549,2,63,550,-98,1386,1138,884,-100,0
1549,2,64,548,-101,1389,1139,885,-101,0
1549,2,65,549,-100,1389,1141,885,-101,0
1549,2,66,549,-101,1389,1144,889,-101,0
1549,2,67,549,-99,1392,1143,888,-101,0
1549,2,68,550,-103,1389,1146,890,-102,0
1549,2,69,550,-101,1389,1145,889,-102,0
1549,2,70,549,-103,1389,1146,889,-102,0
1549,2,71,549,-104,1392,1147,889,-103,0
1549,2,72,550,-101,1389,1149,892,-103,0
1549,2,73,550,-101,1386,1152,894,-103,0
1549,2,74,552,-100,1386,1155,896,-104,0
1549,2,75,551,-100,1386,1152,893,-104,0
1549,2,76,552,-98,1386,1151,892,-104,0
1549,2,77,551,-98,1392,1150,892,-103,0
1549,2,78,550,-102,1386,1151,892,-104,0
1549,2,79,552,-100,1389,1150,891,-104,0
1549,2,80,550,-100,1392,1147,888,-103,0
1549,2,81,550,-100,1395,1145,886,-103,0
1549,2,82,550,-99,1398,1148,889,-104,0
1549,2,83,550,-100,1392,1148,889,-104,0
1549,2,84,550,-102,1392,1148,888,-104,0
1549,2,85,550,-101,1395,1147,888,-104,0
1549,2,86,551,-98,1395,1148,888,-104,0
1549,2,87,551,-98,1398,1147,887,-104,0
1549,2,88,550,-99,1392,1148,888,-104,0
1549,2,89,551,-99,1395,1148,887,-104,0
1549,2,90,551,-98,1392,1150,889,-104,0
1549,2,91,550,-99,1389,1139,880,-103,0
1549,2,92,549,-103,1389,1131,872,-102,0
1549,2,93,549,-102,1392,1129,869,-102,0
1549,2,94,549,-103,1392,1129,869,-102,0
1549,2,95,550,-102,1392,1129,869,-102,0
1549,2,96,549,-101,1395,1126,867,-102,0
1549,2,97,550,-102,1392,1128,868,-102,0
1549,2,98,550,-101,1392,1128,868,-102,0
1549,2,99,549,-103,1392,1129,868,-102,0
1549,2,100,550,-100,1389,1129,869,-103,0
1549,2,101,550,-100,1389,1130,870,-103,0
1549,2,102,550,-100,1389,1129,869,-103,0
1549,2,103,549,-103,1389,1130,869,-103,0
1549,2,104,549,-102,1389,1130,869,-103,0
1549,2,105,550,-101,1392,1130,870,-103,0
1549,2,106,550,-102,1389,1132,870,-103,0
1549,2,107,550,-103,1389,1130,869,-103,0
1549,2,108,550,-103,1392,1128,867,-102,0
1549,2,109,550,-103,1392,1129,868,-103,0
1549,2,110,550,-104,1392,1128,868,-103,0
1549,2,111,551,-103,1395,1129,868,-103,0
1549,2,112,550,-105,1395,1129,868,-103,0
1549,2,113,551,-102,1392,1131,870,-103,0
1549,2,114,552,-101,1389,1131,870,-103,0
1549,2,115,551,-103,1392,1132,870,-103,0
1549,2,116,551,-103,1389,1133,872,-104,0
1549,2,117,550,-100,1389,1131,870,-103,0
1549,2,118,550,-101,1392,1131,869,-103,0
1549,2,119,549,-104,1392,1132,869,-103,0
1549,2,120,550,-100,1392,1131,869,-103,0
1549,2,121,551,-102,1392,1134,872,-104,0
1549,2,122,551,-102,1392,1135,873,-104,0
1549,2,123,550,-103,1395,1134,872,-104,0
1549,2,124,550,-105,1392,1133,871,-104,0
1549,2,125,552,-101,1392,1133,871,-103,0
1549,2,126,550,-105,1389,1133,871,-104,0
1549,2,127,550,-105,1389,1136,874,-104,0
1549,2,128,550,-104,1389,1136,873,-104,0
1549,2,129,550,-104,1392,1135,872,-104,0
1549,2,130,550,-105,1392,1135,872,-104,0
1549,2,131,550,-104,1392,1135,873,-104,0
1549,2,132,550,-105,1392,1133,870,-103,0
1549,2,133,551,-103,1395,1132,870,-104,0
1549,2,134,550,-103,1395,1133,870,-104,0
1549,2,135,5,22,1370,20,3,-2,0
1549,2,136,3,22,445,2,-11,-1,0
1549,2,137,3,23,400,2,-11,-1,0
1549,2,138,3,23,390,2,-11,-1,0
1549,2,139,3,23,390,2,-11,-1,0
1549,2,140,2,22,390,2,-11,0,0
1549,2,141,2,22,390,2,-11,-1,0
1549,2,142,3,22,390,2,-11,-1,0
1549,2,143,2,22,390,2,-12,0,0
1549,4,1,2,22,74,2,-11,0,0
1549,4,2,2,22,26,2,-11,0,0
1549,4,3,2,22,13,2,-11,-1,0
1549,4,4,2,22,10,2,-11,-1,0
1549,4,5,2,22,6,2,-11,-1,0
1549,4,6,2,22,6,2,-11,-1,0
1549,4,7,2,22,6,2,-11,-1,0
1549,4,8,3,22,6,2,-11,-1,0
1549,4,9,2,22,6,2,-12,0,0
1549,4,10,2,22,6,2,-11,0,0
1549,4,11,2,22,637,2,-12,-1,0
1549,4,12,2,22,518,2,-11,-1,0
1549,4,13,2,22,1427,2,-11,-1,0
1549,4,14,2,22,1888,2,-11,-1,0
1549,4,15,2,22,2227,2,-11,-1,0
1549,4,16,2,22,2246,2,-12,0,0
1549,4,17,2,22,2333,2,-12,0,0
1549,4,18,2,22,2397,2,-11,0,0
1549,4,19,2,22,2397,2,-11,0,0
1549,4,20,2,22,2397,2,-12,0,0
1549,4,21,624,146,2435,2047,823,-87,0
1549,4,22,605,-78,2400,2047,1233,-84,0
1549,4,23,604,-103,2400,2047,1236,-68,0
1549,4,24,602,-101,2394,2047,1147,-60,0
1549,4,25,602,-103,2397,2047,1073,-56,0
1549,4,26,602,-99,2397,2047,997,-54,0
1549,4,27,602,-100,2400,2047,946,-52,0
1549,4,28,604,-99,2400,2047,907,-51,0
1549,4,29,603,-102,2397,2047,865,-50,0
1549,4,30,603,-101,2403,2047,837,-49,0
1549,4,31,604,-99,2397,2047,809,-48,0
1549,4,32,602,-100,2397,2047,788,-47,0
1549,4,33,602,-102,2397,2047,770,-47,0
1549,4,34,29,23,2390,406,96,-1,0
1549,4,35,3,23,419,3,-11,0,0
1549,4,36,3,23,96,2,-11,0,0
1549,4,37,3,23,58,2,-11,-1,0
1549,4,38,2,23,38,2,-11,0,0
1549,4,39,3,23,26,2,-11,0,0
1549,4,40,3,23,19,2,-11,-1,0
1549,4,41,3,23,16,2,-11,-1,0
1549,4,42,3,23,13,2,-11,0,0
1549,4,43,3,23,10,2,-11,0,0
1549,4,44,3,23,598,2,-12,0,0
1549,4,45,2,23,752,2,-11,-1,0
1549,4,46,3,23,1098,2,-11,-1,0
1549,4,47,2,23,1146,2,-12,-1,0
1549,4,48,2,20,1360,2,-11,0,0
1549,4,49,2,21,1386,2,-12,0,0
1549,4,50,3,24,1386,2,-11,0,0
1549,4,51,556,2,1386,979,734,-60,0
1549,4,52,550,-85,1389,1060,829,-78,0
1549,4,53,549,-95,1389,1067,832,-79,0
1549,4,54,548,-102,1389,1068,831,-80,0
1549,4,55,549,-103,1392,1071,832,-80,0
1549,4,56,550,-102,1389,1072,830,-80,0
1549,4,57,550,-100,1386,1074,831,-80,0
1549,4,58,552,-98,1386,1074,830,-80,0
1549,4,59,549,-103,1389,1075,830,-80,0
1549,4,60,552,-99,1392,1082,837,-81,0
1549,4,61,550,-100,1392,1080,833,-80,0
1549,4,62,549,-103,1395,1082,834,-80,0
1549,4,63,549,-103,1392,1081,833,-80,0
1549,4,64,549,-103,1389,1085,837,-80,0
1549,4,65,550,-101,1389,1086,837,-81,0
1549,4,66,550,-102,1386,1085,836,-80,0
1549,4,67,549,-103,1386,1084,835,-80,0
1549,4,68,551,-98,1389,1083,834,-80,0
1549,4,69,549,-103,1389,1086,836,-80,0
1549,4,70,549,-105,1389,1085,836,-80,0
1549,4,71,550,-102,1389,1085,836,-80,0
1549,4,72,551,-99,1386,1086,837,-80,0
1549,4,73,552,-98,1389,1084,835,-80,0
1549,4,74,551,-101,1386,1088,839,-80,0
1549,4,75,550,-100,1389,1083,833,-79,0
1549,4,76,550,-100,1386,1085,836,-80,0
1549,4,77,550,-100,1389,1086,836,-80,0
1549,4,78,549,-100,1389,1086,836,-80,0
1549,4,79,550,-98,1389,1088,836,-80,0
1549,4,80,551,-98,1392,1085,834,-80,0
1549,4,81,552,-97,1395,1090,839,-80,0
1549,4,82,550,-98,1392,1090,839,-80,0
1549,4,83,550,-99,1389,1086,835,-80,0
1549,4,84,551,-98,1392,1085,833,-79,0
1549,4,85,550,-97,1392,1084,832,-79,0
1549,4,86,550,-96,1389,1082,830,-79,0
1549,4,87,549,-98,1395,1082,830,-79,0
1549,4,88,550,-96,1389,1082,829,-79,0
1549,4,89,550,-97,1392,1082,830,-79,0
1549,4,90,550,-98,1392,1081,827,-79,0
1549,4,91,550,-97,1389,1082,828,-79,0
1549,4,92,552,-94,1392,1081,827,-79,0
1549,4,93,550,-96,1389,1076,822,-78,0
1549,4,94,550,-97,1389,1077,823,-78,0
1549,4,95,548,-98,1392,1092,836,-78,0
1549,4,96,549,-97,1389,1096,840,-79,0
1549,4,97,550,-97,1389,1099,843,-80,0
1549,4,98,550,-98,1392,1099,842,-79,0
1549,4,99,550,-97,1389,1096,840,-79,0
1549,4,100,550,-96,1392,1097,841,-79,0
1549,4,101,549,-98,1389,1097,841,-79,0
1549,4,102,550,-98,1392,1097,841,-79,0
1549,4,103,550,-97,1392,1096,840,-79,0
1549,4,104,550,-97,1389,1094,839,-79,0
1549,4,105,549,-100,1392,1095,840,-79,0
1549,4,106,550,-99,1395,1094,839,-79,0
1549,4,107,550,-98,1389,1095,840,-79,0
1549,4,108,549,-100,1392,1093,838,-79,0
1549,4,109,550,-98,1389,1096,841,-80,0
1549,4,110,551,-96,1389,1096,843,-80,0
1549,4,111,550,-98,1382,1094,840,-80,0
1549,4,112,550,-98,1386,1089,835,-79,0
1549,4,113,550,-94,1389,1084,830,-79,0
1549,4,114,551,-93,1386,1084,830,-79,0
1549,4,115,551,-92,1389,1083,828,-79,0
1549,4,116,550,-95,1392,1083,827,-78,0
1549,4,117,550,-96,1389,1094,837,-79,0
1549,4,118,549,-98,1392,1092,836,-79,0
1549,4,119,549,-99,1389,1094,837,-80,0
1549,4,120,550,-95,1392,1092,835,-80,0
1549,4,121,549,-96,1392,1093,835,-79,0
1549,4,122,548,-99,1395,1092,833,-79,0
1549,4,123,549,-97,1395,1093,834,-80,0
1549,4,124,549,-97,1392,1093,834,-79,0
1549,4,125,549,-98,1392,1092,833,-80,0
1549,4,126,550,-95,1395,1092,832,-79,0
1549,4,127,550,-96,1392,1090,830,-79,0
1549,4,128,550,-95,1389,1092,832,-80,0
1549,4,129,549,-97,1389,1094,833,-80,0
1549,4,130,550,-96,1389,1094,833,-80,0
1549,4,131,550,-96,1389,1094,833,-80,0
1549,4,132,550,-96,1389,1094,832,-80,0
1549,4,133,550,-97,1389,1093,832,-80,0
1549,4,134,550,-96,1389,1097,834,-80,0
1549,4,135,549,-98,1389,1094,830,-80,0
1549,4,136,5,22,1373,20,3,-1,0
1549,4,137,3,21,445,2,-11,-1,0
1549,4,138,2,22,397,2,-11,0,0
1549,4,139,2,22,390,2,-11,0,0
1549,4,140,2,21,390,2,-11,0,0
1549,4,141,2,21,390,2,-11,-1,0
1549,4,142,2,21,390,2,-11,0,0
1549,4,143,2,21,390,2,-11,-1,0
1549,4,144,2,21,390,2,-11,0,0
1549,6,1,2,21,32,2,-12,0,0
1549,6,2,2,21,16,2,-11,-1,0
1549,6,3,2,22,10,2,-11,-1,0
1549,6,4,2,22,6,2,-11,-1,0
1549,6,5,2,21,6,2,-11,-1,0
1549,6,6,2,22,6,2,-11,-1,0
1549,6,7,2,21,6,2,-11,-1,0
1549,6,8,2,21,3,2,-11,-1,0
1549,6,9,2,21,6,2,-11,0,0
1549,6,10,2,21,6,2,-11,0,0
1549,6,11,2,21,643,2,-12,0,0
1549,6,12,2,21,515,2,-11,0,0
1549,6,13,2,21,1546,2,-12,0,0
1549,6,14,2,21,1872,2,-11,0,0
1549,6,15,2,21,2182,2,-11,0,0
1549,6,16,2,21,2243,2,-12,0,0
1549,6,17,2,21,2314,2,-12,0,0
1549,6,18,2,21,2374,2,-11,-1,0
1549,6,19,2,21,2400,2,-11,0,0
1549,6,20,2,21,2397,2,-11,0,0
1549,6,21,614,34,2451,2047,938,-90,0
1549,6,22,602,-98,2397,2047,1356,-84,0
1549,6,23,601,-104,2397,2047,1388,-66,0
1549,6,24,601,-105,2397,2047,1333,-60,0
1549,6,25,602,-106,2397,2047,1275,-57,0
1549,6,26,603,-106,2397,2047,1204,-54,0
1549,6,27,602,-107,2397,2047,1169,-51,0
1549,6,28,604,-103,2397,2047,1132,-50,0
1549,6,29,601,-106,2400,2047,1102,-49,0
1549,6,30,604,-103,2400,2047,1082,-48,0
1549,6,31,602,-106,2397,2047,1055,-48,0
1549,6,32,603,-105,2400,2047,1041,-47,0
1549,6,33,604,-102,2394,2047,1020,-46,0
1549,6,34,29,23,2390,471,131,-1,0
1549,6,35,3,22,416,3,-11,-1,0
1549,6,36,3,22,96,2,-11,0,0
1549,6,37,2,22,58,2,-11,-1,0
1549,6,38,2,22,35,2,-11,-1,0
1549,6,39,2,22,26,2,-11,0,0
1549,6,40,3,22,19,2,-11,0,0
1549,6,41,2,22,16,2,-11,0,0
1549,6,42,3,22,13,2,-11,-1,0
1549,6,43,3,22,10,2,-11,0,0
1549,6,44,3,22,595,2,-11,0,0
1549,6,45,3,22,803,2,-12,0,0
1549,6,46,3,22,1165,2,-11,0,0
1549,6,47,3,22,1226,2,-11,0,0
1549,6,48,3,22,1334,2,-11,0,0
1549,6,49,3,22,1379,2,-11,0,0
1549,6,50,2,20,1389,2,-12,-1,0
1549,6,51,2,21,1389,2,-12,0,0
1549,6,52,559,38,1392,950,729,-67,0
1549,6,53,548,-92,1395,1103,912,-96,0
1549,6,54,549,-95,1395,1111,918,-98,0
1549,6,55,549,-95,1389,1112,917,-99,0
1549,6,56,548,-105,1389,1119,923,-101,0
1549,6,57,551,-99,1389,1097,897,-99,0
1549,6,58,550,-98,1395,1128,929,-103,0
1549,6,59,550,-98,1392,1133,934,-104,0
1549,6,60,550,-98,1392,1136,936,-105,0
1549,6,61,549,-101,1389,1137,936,-106,0
1549,6,62,550,-101,1392,1115,912,-103,0
1549,6,63,548,-99,1389,1108,903,-101,0
1549,6,64,549,-102,1395,1112,908,-102,0
1549,6,65,549,-100,1392,1115,910,-103,0
1549,6,66,548,-101,1392,1119,913,-104,0
1549,6,67,549,-100,1386,1119,913,-104,0
1549,6,68,549,-102,1389,1116,910,-104,0
1549,6,69,548,-104,1389,1116,909,-104,0
1549,6,70,549,-104,1389,1117,910,-104,0
1549,6,71,550,-102,1392,1117,910,-104,0
1549,6,72,550,-102,1392,1119,912,-104,0
1549,6,73,546,-110,1389,1117,909,-104,0
1549,6,74,550,-100,1392,1113,905,-104,0
1549,6,75,550,-99,1389,1108,900,-103,0
1549,6,76,550,-100,1389,1115,906,-104,0
1549,6,77,549,-101,1392,1114,905,-104,0
1549,6,78,549,-102,1389,1112,903,-104,0
1549,6,79,549,-101,1389,1113,904,-104,0
1549,6,80,549,-104,1386,1113,904,-104,0
1549,6,81,549,-103,1389,1114,904,-105,0
1549,6,82,550,-102,1386,1116,906,-105,0
1549,6,83,549,-103,1389,1116,906,-105,0
1549,6,84,549,-105,1389,1117,907,-105,0
1549,6,85,550,-101,1389,1113,903,-104,0
1549,6,86,549,-103,1389,1116,906,-105,0
1549,6,87,550,-101,1389,1119,909,-105,0
1549,6,88,549,-105,1392,1117,906,-105,0
1549,6,89,550,-102,1389,1116,906,-105,0
1549,6,90,549,-104,1386,1118,908,-105,0
1549,6,91,549,-104,1386,1120,909,-106,0
1549,6,92,549,-103,1389,1118,908,-106,0
1549,6,93,550,-103,1389,1117,907,-106,0
1549,6,94,550,-102,1389,1117,907,-105,0
1549,6,95,549,-104,1392,1118,908,-106,0
1549,6,96,549,-104,1389,1119,909,-106,0
1549,6,97,550,-103,1392,1118,908,-106,0
1549,6,98,550,-102,1392,1118,908,-106,0
1549,6,99,550,-103,1389,1120,910,-106,0
1549,6,100,550,-101,1389,1120,910,-106,0
1549,6,101,550,-102,1392,1120,911,-106,0
1549,6,102,551,-100,1389,1121,912,-106,0
1549,6,103,549,-105,1389,1122,912,-106,0
1549,6,104,550,-104,1389,1122,912,-106,0
1549,6,105,550,-104,1389,1123,914,-107,0
1549,6,106,550,-104,1386,1124,914,-107,0
1549,6,107,550,-104,1389,1122,914,-107,0
1549,6,108,550,-102,1389,1123,915,-107,0
1549,6,109,551,-100,1389,1124,916,-107,0
1549,6,110,550,-105,1392,1123,915,-107,0
1549,6,111,550,-102,1386,1125,917,-107,0
1549,6,112,551,-101,1386,1124,916,-107,0
1549,6,113,550,-102,1386,1126,918,-107,0
1549,6,114,549,-104,1389,1121,914,-106,0
1549,6,115,551,-100,1389,1121,914,-107,0
1549,6,116,550,-101,1386,1123,915,-107,0
1549,6,117,550,-101,1386,1124,917,-107,0
1549,6,118,550,-100,1389,1125,918,-107,0
1549,6,119,550,-101,1386,1125,918,-107,0
1549,6,120,549,-104,1389,1124,918,-107,0
1549,6,121,549,-103,1386,1125,920,-107,0
1549,6,122,549,-103,1386,1123,917,-107,0
1549,6,123,550,-101,1392,1127,921,-107,0
1549,6,124,551,-102,1392,1126,921,-107,0
1549,6,125,550,-103,1392,1128,923,-108,0
1549,6,126,550,-105,1392,1128,924,-108,0
1549,6,127,549,-104,1392,1111,904,-103,0
1549,6,128,552,-101,1392,1127,923,-108,0
1549,6,129,549,-104,1389,1128,924,-108,0
1549,6,130,549,-104,1389,1130,927,-108,0
1549,6,131,550,-101,1389,1129,926,-108,0
1549,6,132,549,-102,1389,1130,927,-108,0
1549,6,133,549,-104,1392,1130,928,-108,0
1549,6,134,549,-104,1392,1129,927,-108,0
1549,6,135,550,-100,1395,1129,928,-108,0
1549,6,136,550,-101,1395,1129,928,-108,0
1549,6,137,5,21,1363,20,4,-2,0
1549,6,138,3,21,429,2,-11,0,0
1549,6,139,2,21,397,2,-11,0,0
1549,6,140,2,21,390,2,-11,-1,0
1549,6,141,2,21,390,2,-11,-1,0
1549,6,142,2,21,390,2,-11,-1,0
1549,6,143,2,21,390,2,-11,0,0
1549,6,144,2,21,390,2,-11,-1,0
1549,6,145,2,21,390,2,-12,-1,0
1549,7,1,2,21,70,2,-11,0,0
1549,7,2,2,21,26,2,-11,0,0
1549,7,3,2,21,13,2,-11,-1,0
