Lot-ID,Wafer-NO,P1_6_std,P1_6_max,P1_7_std,P1_7_max,P1_8_std,P1_8_max,P1_11_std,P1_11_min,P1_12_std,P1_12_min,P1_15_std,P1_15_max,P2_6_std,P2_6_max,P2_7_std,P2_7_max,P2_8_std,P2_8_max,P2_11_std,P2_11_min,P2_12_std,P2_12_min,P2_15_std,P2_15_max,Yield
1555,24,0.668557923,604,0.621581561,-67,2.00567377,2403,0,2047,147.1878567,470,5.925676026,-35,0.578703965,552,1.4172534,-63,2.75495712,1395,75.71778588,1101,18.75213081,900,2.002297194,-105,1
1555,25,0.389249472,603,1.831955405,-64,2.335496832,2403,0,2047,141.5800448,482,5.817293966,-36,0.590644803,552,5.372828658,-23,2.635990744,1398,76.57820398,1106,27.22713678,764,2.999137212,-96,1
1556,1,0.934198733,604,9.87190688,-35,2.427119505,2403,0,2047,149.7680631,502,9.097452191,-32,0.647816621,552,0.986631449,-63,2.570985197,1395,79.81141485,1106,19.20031529,908,2.013998421,-108,1
1556,2,0.668557923,604,1.07308674,-63,2.261335084,2400,0,2047,166.7638505,515,8.328028615,-36,0.480525027,552,1.031015933,-59,2.758139045,1395,76.60352959,1104,18.26567183,901,2.16139811,-108,1
1556,3,0.514928651,603,3.973396379,-54,2.860387768,2406,0,2047,161.6888145,508,9.27811044,-36,0.64960065,552,1.277789249,-63,2.945225882,1398,78.43722337,1099,17.07317902,902,2.182223315,-106,1
1556,4,0.630425172,603,31.25843476,44,12.39261567,2442,0,2047,161.4017523,495,16.13484841,-36,0.54311124,551,1.672237504,-63,2.375427527,1395,77.23030441,1101,17.77386456,892,2.248540774,-106,1
1556,6,0.877058019,604,35.94992957,60,15.03073774,2454,0,2047,155.1792595,488,17.09513351,-36,0.673161833,552,1.448413649,-64,2.996851495,1395,78.80654221,1092,17.78234765,894,2.401873783,-106,1
1556,12,0.767947648,604,8.400244197,-37,3.150091574,2406,0,2047,153.9158112,477,9.426503825,-35,0.844677977,552,2.457117121,-45,2.753231136,1398,75.65933924,1072,17.36277616,825,2.650462167,-100,1
1556,13,0.687551651,603,0.894427191,-65,2.062654953,2400,0,2047,136.5235244,471,5.564497854,-35,0.612527762,552,2.743471565,-43,2.590155229,1395,70.36154458,1098,23.04887765,818,2.682175223,-99,1
1556,14,0.726273039,604,31.22094253,50,16.75813727,2461,0,2047,160.3010218,479,15.8636013,-35,0.709867849,552,2.838334443,-48,2.639496265,1398,76.64909857,1088,19.52098005,826,2.549509757,-102,1
1556,15,0.452267017,603,1.337115847,-64,1.732050808,2400,0,2047,157.8866826,473,7.918141808,-34,0.670145184,552,1.482968365,-59,2.559630884,1395,75.44294418,1091,20.97634003,840,2.506972169,-102,1
1556,16,0.751067616,604,28.98408051,36,13.8105311,2448,0,2047,160.9505419,477,15.31129967,-35,0.725746564,552,1.560113602,-61,2.432696533,1395,76.25287559,1087,16.61601413,891,2.364506348,-104,1
1556,17,0.786245393,604,1.375103302,-68,1.940009372,2403,0,2047,129.5784073,470,4.859854094,-35,0.523107877,551,3.109277349,-43,3.161959508,1395,77.73102776,1091,19.56125395,825,2.507132682,-101,1
1556,18,0.577350269,603,0.965307299,-67,1.544785952,2403,0,2047,158.9824652,481,7.902339508,-35,0.5814019,552,1.536654395,-61,2.792091447,1398,73.0231476,1089,18.99732293,850,2.971401244,-102,1
1556,19,0.514928651,604,3.203927514,-58,2.261335084,2403,0,2047,161.1638541,464,8.642740867,-34,0.643366746,552,2.621925043,-43,2.838129602,1395,71.89142437,1099,23.17670718,818,2.879056625,-99,1
1556,20,0.877058019,604,41.08839751,80,15.68438714,2454,0,2047,160.4838437,479,17.43816916,-35,0.716294961,552,2.969258997,-44,2.79954006,1398,75.79969633,1086,19.84622979,823,2.474091098,-101,1
1556,22,0.651338947,603,3.14305391,-58,3.250874008,2403,0,2047,161.1297238,475,8.917126864,-35,0.895017507,552,2.691456081,-48,3.219171833,1395,74.27412825,1088,20.70600527,824,2.052518587,-101,1
1556,24,0.797724035,604,1.544785952,-63,2.98861476,2406,2.309401077,2039,143.0685362,461,5.773502692,-34,0.715305772,552,2.467260636,-46,2.819938793,1395,70.9608566,1085,20.94564199,815,2.545585867,-99,1
1557,1,0.971825316,604,23.86280229,8,2.529822128,2403,0,2047,130.4854611,465,14.18763155,-31,0.719377373,552,0.977096933,-64,2.821152975,1395,71.68632257,1089,20.66866429,872,1.684606644,-103,1
1557,3,0.900336637,604,5.507570547,-56,2.558408596,2400,0,2047,163.4699491,494,9.433579609,-35,0.693797263,551,15.07102667,56,3.043382421,1395,76.65335402,973,39.63181962,614,6.852490132,-53,1
1557,4,0.452267017,603,1.138180366,-73,1.954016842,2400,0,2047,147.5604396,465,5.961365514,-34,0.631557927,551,2.37154328,-67,3.062437122,1398,73.71575357,1085,19.80183517,879,2.207142694,-103,1
1557,5,0.786245393,603,1.858640755,-73,2.493628244,2403,0,2047,136.7079834,467,5.804387056,-35,0.617171695,552,2.372894989,-54,3.177454361,1395,71.27824428,1098,23.2521083,828,2.448238933,-100,1
1557,6,0.877058019,604,6.16233389,-51,1.891275516,2400,0,2047,157.4030837,472,9.303983156,-34,0.633426514,552,3.698557012,-64,2.594652433,1398,77.8493105,1092,17.65044451,891,2.157128778,-104,1
1557,7,0.750757194,604,19.71432336,-13,3.133397807,2403,0,2047,134.0373082,469,9.902249515,-34,0.688940507,552,2.635059663,-57,2.624641863,1395,71.13587855,1105,22.77590717,834,2.684198968,-101,1
1557,8,0.866025404,604,9.515537533,-45,2.00567377,2400,0,2047,167.5320865,478,9.614934721,-35,0.658916134,552,2.314914255,-56,2.551523853,1395,76.2373377,1091,20.22297697,832,2.277044467,-102,1
1557,14,0.514928651,604,1.527525232,-71,2.335496832,2400,0,2047,149.8364765,472,6.052172162,-34,0.685372687,552,2.941095481,-68,2.874247001,1398,77.40503078,1110,18.58123108,892,2.387984986,-106,1
1557,15,0.504524979,603,1.470930441,-75,2.022599587,2403,0,2047,145.8673744,492,5.968097001,-35,0.627830056,551,3.120807046,-53,2.588911893,1395,78.81379846,1096,19.34829739,844,2.483750004,-104,1
1557,16,0.877058019,604,3.279696671,-67,3.882901374,2410,0,2047,165.476507,467,9.37604695,-35,0.653730973,552,3.397181931,-51,3.616917549,1402,78.44084008,1102,21.62585642,831,2.369321019,-104,1
1557,17,0.404519917,604,1.136181804,-65,2.358736179,2400,0,2047,113.0639401,468,4.006812381,-34,0.652241189,552,1.547079539,-60,3.344729378,1395,75.31404065,1099,15.90092518,877,2.445603019,-107,1
1557,18,0.492365964,603,1.267304465,-64,2.98861476,2403,0,2047,146.3311676,473,5.710171679,-34,0.768481077,552,2.967415636,-45,2.958425782,1395,74.46556159,1108,22.71544074,834,2.301313238,-105,1
1557,23,0.99620492,604,4.337119558,-50,2.378884383,2400,0,2047,167.1989153,473,9.391727501,-34,0.65773576,552,1.085056935,-64,2.564017918,1395,75.8278441,1089,18.63672397,892,2.094560035,-105,1
1558,8,0.668557923,604,44.06701164,89,14.15578905,2448,8.323023926,2018,129.7093487,466,18.39033837,-32,0.644953419,551,1.46173413,-60,3.150355034,1398,55.19013864,1055,36.40584829,801,1.2,-95,1
1558,17,0.674199862,603,1.53741223,-68,1.940009372,2400,0,2047,145.7511578,486,5.31550049,-35,0.692488009,552,1.859974608,-62,2.583226767,1395,72.27933464,1123,27.78912187,820,2.137235349,-104,1
1558,23,0.904534034,604,10.39339825,-33,2.153221688,2403,0,2047,177.2494177,485,9.755728698,-35,0.847223974,552,1.875576834,-62,2.446249091,1395,77.24107803,1128,21.06777068,923,2.190670779,-112,1
1560,1,0.866025404,604,7.314369419,-47,1.5,2403,0,2047,153.4905897,565,8.417904199,-32,0.592403967,552,1.081958835,-61,2.340920912,1395,76.64683361,1120,22.05834165,906,1.076328083,-114,1
1560,5,0.753778361,603,3.250874008,-59,1.356801051,2400,0,2047,161.747465,463,8.707363655,-34,0.776462889,552,1.971070738,-63,2.297718767,1398,60.68700982,1118,38.8951088,856,1.903601766,-104,1
1560,6,0.851630627,604,30.47183892,45,17.18547815,2464,0,2047,172.494816,470,17.07530187,-34,0.732417551,552,6.009357643,-19,2.712278199,1398,74.38966764,1119,29.78150975,763,2.590249835,-99,1
1560,7,0.674199862,604,1.501514387,-64,2.713602101,2403,0,2047,150.8662261,468,5.787133063,-33,0.773054305,552,3.325352765,-51,2.975890619,1398,75.25419271,1121,26.80370532,790,2.504556802,-101,1
1560,8,0.984731928,604,1.337115847,-64,2.8123106,2403,0,2047,159.087645,465,6.254089571,-33,0.733151183,552,2.797590609,-50,2.596065618,1395,74.35750661,1115,23.62995303,829,1.924845406,-106,1
1560,9,0.99620492,604,1.193416283,-67,2.261335084,2400,0,2047,154.545742,463,6.035249989,-33,0.759705601,552,2.451142365,-52,2.327235974,1398,75.80615619,1121,22.21262438,854,2.068210242,-106,1
1560,11,0.674199862,603,1.164500153,-68,2.00567377,2400,0,2047,147.3791236,458,5.38446137,-33,0.748912255,552,3.384289608,-44,2.5110934,1395,71.06542636,1125,25.53746892,825,2.24318614,-106,1
1560,12,0.753778361,604,1.484771179,-64,3.895412998,2406,0,2047,156.3823016,464,5.743903224,-33,0.571413348,551,1.490092315,-63,2.453228296,1395,74.31259579,1113,21.08726237,887,1.819310082,-108,1
1561,1,0.924416278,604,18.77377281,-4,2.586679163,2400,0,2047,149.074539,460,12.11085163,-30,0.668584032,552,0.866985644,-62,3.568293555,1398,78.87712676,1114,18.90425115,898,1.582514543,-110,1
1561,2,0.603022689,604,0.809039835,-64,2.802596199,2403,0,2047,154.3639148,477,5.766675425,-33,0.631717974,552,1.932967573,-52,2.621277469,1395,74.02290328,1117,22.47726124,836,1.787876812,-105,1
1561,4,1.103712743,604,1.721521526,-66,2.101947149,2400,0,2047,140.7850069,477,4.926735965,-34,0.712000312,552,1.774418639,-60,2.970715202,1398,74.5236127,1114,21.81085266,880,1.572330189,-107,1
1561,5,0.751067616,603,49.00601742,108,13.53627605,2448,0,2047,170.5228009,471,18.48942872,-34,0.813206838,551,2.077125951,-54,3.112086372,1395,73.18686528,1112,20.47380497,859,1.925476359,-106,1
1561,6,0.53935989,603,1.026910636,-66,3.3601948,2403,0,2047,147.2911773,473,5.430553295,-33,0.503610155,551,3.557588578,-37,3.62518189,1402,70.26917556,1116,25.6938746,821,2.279397327,-105,1
1561,7,0.965307299,604,11.62677161,-30,3.654594452,2403,0,2047,176.3251774,470,9.401402216,-33,0.629080185,552,1.903972097,-60,2.916906006,1398,70.05423711,1113,22.04414818,865,2.214318081,-108,1
1561,8,0.577350269,604,5.7280543,-50,2.98861476,2403,0,2047,177.0528726,463,9.183318209,-32,0.753791213,552,1.734755794,-62,2.813922275,1398,71.57506686,1104,22.58827526,864,1.788353913,-106,1
1561,9,0.522232968,603,0.99620492,-67,3.864171086,2403,0,2047,151.9008848,460,5.7260701,-32,0.672258521,552,6.094568603,-18,3.18285988,1395,73.06779868,1103,27.01147612,753,2.637442292,-96,1
1561,10,0.866025404,604,4.999242367,-53,2.193309386,2397,0,2047,174.4603802,460,9.249078578,-32,0.613536217,552,1.706260743,-58,3.32927394,1398,72.68686825,1101,20.85345414,859,1.711590915,-105,1
1561,11,0.630425172,604,32.32546825,49,17.34935157,2461,0,2047,145.5998204,456,16.75234388,-32,0.801659119,552,2.090047456,-53,3.013450809,1395,74.99515602,1120,22.29399346,869,1.723551383,-107,1
1561,13,0.866025404,604,1.279204298,-66,2.261335084,2403,0,2047,149.6394657,462,5.491039533,-33,0.765102551,552,2.117695834,-53,3.135336286,1398,77.76619017,1109,24.36687327,796,2.161601201,-102,1
1561,17,0.987096234,604,33.80942063,52,11.82403029,2438,0,2047,181.3911696,475,16.42153058,-33,0.676165141,552,2.189246606,-62,2.738011621,1398,73.49268925,1132,22.48784668,896,2.00766748,-110,1
1561,18,0.660225292,604,34.78136843,55,13.91042774,2448,0,2047,180.9064427,481,16.92328088,-34,0.680049319,552,2.802662412,-46,3.127240198,1395,74.25578524,1119,25.49780069,837,1.925009834,-108,1
1561,19,0.630425172,604,30.76836537,44,18.65269624,2467,0,2047,173.1611077,477,16.75731757,-33,0.696477558,552,3.163760052,-46,3.350255427,1395,72.74673452,1120,25.45082013,836,2.1972237,-107,1
1561,20,1.126601424,604,18.93138759,-2,3.568020352,2400,0,2047,182.1482912,456,11.30350524,-32,0.514495755,551,4.886870208,-26,3.14185777,1395,73.17555296,1120,30.43628482,769,2.650660617,-99,1
1562,2,0.674199862,604,1.026910636,-61,2.323790008,2403,0,2047,142.6228338,482,5.48220261,-31,0.653862548,552,1.745655916,-48,2.550763388,1395,74.45336457,1062,15.32096224,828,2.665094379,-104,1
1562,10,0.887625365,604,36.6391081,63,14.5477271,2448,30.5925075,1955,135.2471363,443,16.40306697,-30,0.571945936,551,1.195228609,-58,2.85030237,1398,70.57288349,1062,18.23958337,834,2.045041471,-101,1
1562,14,0.577350269,604,1.164500153,-63,3.089571903,2403,28.5784407,1961,162.3576999,441,7.559862112,-30,0.663570901,552,1.913271037,-59,2.945028603,1395,70.54149534,1067,18.43815973,851,1.95145036,-102,1
1562,15,0.668557923,603,4.93595344,-49,2.598076211,2403,28.91209247,1960,159.1249509,441,8.826183499,-31,0.628472091,551,1.590855719,-57,3.158846388,1398,53.47623905,1065,36.53066829,790,1.674865678,-96,1
1562,17,0.668557923,603,40.03284636,74,15.26805935,2451,34.62614181,1949,143.030088,437,17.01069182,-30,0.601087955,552,3.109094892,-39,2.928430335,1395,68.81849838,1065,18.43369351,793,2.14821504,-100,1
1562,19,0.887625365,604,2.020725942,-60,2.98861476,2403,23.78820691,1976,160.5629066,443,8.712147563,-30,0.548465599,552,2.080390987,-48,2.573898545,1398,50.51957366,1066,37.94685629,758,1.874486231,-95,1
1563,1,0.823272602,604,1.0749677,-61,4.398231968,2403,33.01447494,1957,109.1991555,432,3.231786572,-28,0.62915287,552,0.944779936,-59,2.886751346,1395,63.40235705,999,16.55197891,754,2.368307195,-84,1
1563,2,0.514928651,603,1.497472618,-64,3.21926022,2403,20.60505234,1986,150.2992974,443,5.466149273,-30,0.841815511,552,4.839883797,-26,2.202846922,1395,65.42848646,1003,19.20362762,709,2.499769575,-85,1
1563,3,0.651338947,603,1.443375673,-64,1.864744682,2400,12.48605283,2006,169.6169258,447,9.671889916,-31,0.580947502,551,4.209079015,-29,3.295684824,1398,66.38010809,1006,19.56221584,707,2.341925572,-85,1
1563,4,0.668557923,604,1.083624669,-61,2.598076211,2400,7.792770542,2021,140.5268226,445,5.193235694,-31,0.744850495,552,1.460980245,-64,2.68259719,1395,68.53489152,1021,17.59123915,774,2.319409627,-88,1
1564,15,0.651338947,603,1.497472618,-68,2.00567377,2403,5.484827557,2028,155.9283781,442,5.616534033,-30,0.581202471,552,1.387894484,-63,3.164497971,1395,68.53924877,1097,24.99072699,898,2.365801117,-110,1
1564,16,0.640512615,604,5.620475388,-48,1.797434069,2403,6.656402355,2023,179.1495579,441,9.612358498,-31,0.637571115,552,1.367180856,-61,2.771159318,1398,69.41901124,1086,25.03586102,861,3.246258061,-104,1
1564,17,0.866025404,603,37.21792905,59,13.80464349,2445,10.96965511,2009,165.6208476,444,17.58335129,-30,0.692461628,552,2.636147826,-47,2.862479488,1398,66.89893648,1089,25.98303316,823,3.642087768,-102,1
1564,21,0.493548117,603,34.98699392,57,13.45362405,2445,0,2047,185.9472975,472,17.04594094,-32,0.580362753,552,1.207121724,-63,2.367027017,1395,60.98541568,1077,27.98717729,868,2.663865061,-106,1
1565,3,0.776250026,604,8.967891442,-33,2.253202849,2403,27.90873404,1965,161.1366676,429,9.465863093,-29,0.622353552,552,1.183810986,-59,3.210896939,1398,61.6946834,1068,25.82146479,850,2.669269563,-104,1
1565,4,0.504524979,603,7.833494518,-40,3.384456449,2403,7.566673341,2026,156.0694484,448,8.707363655,-30,0.706503705,552,2.304042187,-49,2.369438119,1395,67.38213479,1068,24.32698536,816,2.894345842,-102,1
1565,6,0.965307299,604,44.11649523,80,17.8959535,2461,0,2047,157.9129987,462,17.62810256,-31,0.639966491,552,1.612885179,-63,3.90290072,1398,72.69860026,1114,25.97677374,917,2.581808332,-109,1
1565,9,0.823272602,604,6.2039414,-52,3.535533906,2406,0,2047,160.3693307,481,8.664102185,-32,0.599965864,552,1.633463426,-64,3.031410913,1398,78.21593648,1128,23.64571453,941,2.784181048,-112,1
1565,10,0.514928651,603,4.532709404,-56,2.539088359,2400,0,2047,194.2459196,466,8.783593522,-32,0.797156866,552,1.579493189,-62,3.137725109,1395,71.6057981,1131,26.85514015,896,2.819538344,-113,1
1565,11,0.603022689,604,1.07871978,-69,1.809068067,2403,0,2047,127.1879068,468,3.977207792,-31,0.635580604,552,2.663401264,-47,2.905223974,1398,72.76094908,1132,28.58863859,860,2.962901935,-112,1
1565,12,0.900336637,604,6.707639245,-46,2.713602101,2403,0,2047,188.0512503,477,9.417906864,-32,0.66372031,551,2.579623034,-50,2.554604927,1395,72.27116759,1123,28.17796548,862,2.499298861,-110,1
1565,15,0.522232968,603,4.665151269,-57,2.062654953,2403,0,2047,167.7312244,471,8.626597349,-32,0.592810842,551,2.473651289,-52,3.546486531,1398,71.93127028,1121,26.93032536,864,2.852074396,-110,1
1565,18,0.841897386,604,32.03809546,49,17.55321579,2464,0,2047,185.5608813,470,17.76231967,-32,0.668888637,551,2.37764781,-52,2.789955364,1395,71.72688596,1120,27.1462758,863,3.001172994,-108,1
1565,19,0.809039835,604,2.792848009,-62,2.101947149,2400,0,2047,170.5202734,470,8.68645759,-32,0.694684867,552,2.257306344,-52,2.956950279,1398,69.64264603,1129,28.35560356,863,3.168921333,-108,1
1569,2,0.59914469,604,27.61154534,36,17.77422507,2461,0,2047,167.7465656,444,17.21359034,-29,0.644322524,552,1.367709534,-62,3.716779818,1398,71.36288955,1033,18.54887075,809,4.035651148,-93,1
1569,5,0.492365964,603,3.713203305,-53,1.954016842,2403,8.948929172,2017,149.495794,421,9.27688558,-28,0.648555435,552,5.374487869,-21,2.749614504,1395,53.63121387,1076,39.94573433,737,1.768742114,-94,1
1569,7,0.913873533,604,29.97691419,45,17.30209922,2461,19.78024878,1986,170.4861182,411,17.3857337,-28,0.67243878,552,2.578337854,-49,2.891982205,1398,70.49645895,1035,19.85142015,756,3.810631309,-91,1
1569,10,0.660225292,603,30.65774675,43,18.12456896,2461,15.02433923,1996,166.323904,419,18.02135485,-28,0.624052076,551,2.158521079,-50,3.126756235,1398,68.5128647,1030,20.48915281,756,3.792768536,-90,1
1569,12,0.668557923,603,1.083624669,-64,2.98861476,2403,14.83316309,2000,166.2297607,419,8.37203136,-28,0.575871777,552,1.378652245,-61,2.903242154,1395,71.30085867,1030,18.46948591,786,3.738295174,-90,1
1570,3,0.514928651,604,2.906367096,-57,1.566698904,2400,16.21143442,1994,173.7400531,425,8.764166022,-28,0.605969794,552,2.325328736,-52,2.82761981,1395,71.539515,1085,24.25715228,782,2.576899486,-97,1
1570,7,0.854850414,604,1.891275516,-61,2.449489743,2403,29.57151263,1961,166.3066753,414,8.286535263,-28,0.646254406,552,1.625067713,-61,2.812579333,1398,70.80794077,1080,16.86872239,877,2.107999519,-103,1
1570,8,0.965307299,604,1.497472618,-64,2.00567377,2403,10.65150438,2011,162.6568241,431,8.324389139,-28,0.564546078,551,2.289333151,-53,3.52792824,1398,71.65910805,1083,22.37321084,780,2.416409362,-98,1
1570,9,0.660225292,604,29.64339335,41,17.52799958,2461,21.98863343,1978,167.9193182,421,17.50164827,-28,0.478528226,551,2.165154353,-51,3.449428372,1402,69.92863157,1088,22.90554951,777,2.416046872,-97,1
1570,11,0.630425172,603,29.83243803,42,18.7432039,2467,11.43375569,2008,166.6771407,431,16.63599742,-28,0.653406948,552,2.502662205,-52,3.251799642,1398,71.00277076,1089,23.29659534,778,2.307340546,-97,1
1570,12,0.792961461,604,1.874873733,-64,2.598076211,2403,5.466149273,2028,166.6664924,435,8.313461154,-29,0.493103118,552,2.470295369,-48,3.526805377,1398,72.3502074,1094,19.08496583,820,2.420265782,-102,1
1570,16,0.898717034,604,32.06403849,50,17.91861945,2464,4.160251472,2032,162.5149303,432,15.50020678,-29,0.660624023,552,2.586190303,-47,2.610919648,1398,68.36510054,1096,20.30510624,822,2.408863069,-103,1
1570,17,0.707106781,603,29.69459935,41,16.8351738,2458,12.29915569,2004,171.1053057,427,17.87671455,-28,0.709256047,552,1.236340897,-60,3.606026159,1402,69.68770028,1098,18.13235627,869,2.182764226,-105,1
